Created: 11-01-2025  01:21:43
VNA version 546B
"transformer short"
Z0, 50
Freq(MHz),SWR,Rs,Xs,Zmag,Phase(deg),Rho,ReturnLoss,%ReflectedPower
 0.721665,  185.125099,  1.070085,  86.047214,  86.053867,  89.287662,  0.989255,  0.093839,  97.862454
 0.721999,  188.640255,  1.050893,  86.088413,  86.094827,  89.300774,  0.989454,  0.092090,  97.901866
 0.722332,  193.377214,  1.026338,  86.155262,  86.161375,  89.317644,  0.989711,  0.089834,  97.952733
 0.722665,  184.922651,  1.073124,  86.147479,  86.154162,  89.286470,  0.989243,  0.093942,  97.860139
 0.722998,  189.143592,  1.050670,  86.229645,  86.236045,  89.302067,  0.989482,  0.091845,  97.907390
 0.723331,  183.056948,  1.085937,  86.246927,  86.253763,  89.278782,  0.989134,  0.094899,  97.838567
 0.723664,  181.971493,  1.092311,  86.241431,  86.248348,  89.274502,  0.989069,  0.095465,  97.825815
 0.723998,  185.384018,  1.073302,  86.300573,  86.307247,  89.287618,  0.989269,  0.093708,  97.865408
 0.724331,  191.463821,  1.040418,  86.367268,  86.373534,  89.309980,  0.989608,  0.090732,  97.932486
 0.724664,  182.771922,  1.090683,  86.408446,  86.415329,  89.276984,  0.989117,  0.095047,  97.835233
 0.724997,  180.473603,  1.105744,  86.469424,  86.476493,  89.267516,  0.988979,  0.096258,  97.807969
 0.725330,  182.978980,  1.091506,  86.517271,  86.524156,  89.277349,  0.989129,  0.094940,  97.837656
 0.725664,  183.018669,  1.091798,  86.545211,  86.552097,  89.277389,  0.989132,  0.094919,  97.838120
 0.725997,  186.130044,  1.074363,  86.589228,  86.595893,  89.289291,  0.989312,  0.093332,  97.873872
 0.726330,  188.109831,  1.064067,  86.644225,  86.650758,  89.296550,  0.989424,  0.092350,  97.896012
 0.726663,  188.494723,  1.062154,  86.658382,  86.664891,  89.297929,  0.989446,  0.092161,  97.900263
 0.726996,  184.700199,  1.084496,  86.685895,  86.692678,  89.283387,  0.989230,  0.094055,  97.857590
 0.727329,  183.139483,  1.095350,  86.770899,  86.777813,  89.276923,  0.989139,  0.094856,  97.839531
 0.727663,  182.822752,  1.097316,  86.774514,  86.781451,  89.275655,  0.989120,  0.095021,  97.835828
 0.727996,  180.509221,  1.111882,  86.800432,  86.807553,  89.266259,  0.988981,  0.096239,  97.808396
 0.728329,  187.718948,  1.070279,  86.860368,  86.866961,  89.294203,  0.989402,  0.092542,  97.891677
 0.728662,  185.919918,  1.081694,  86.916871,  86.923602,  89.287139,  0.989300,  0.093438,  97.871495
 0.728995,  180.341741,  1.115556,  86.937530,  86.944687,  89.264995,  0.988971,  0.096328,  97.806384
 0.729328,  189.138784,  1.065647,  87.045440,  87.051963,  89.298752,  0.989481,  0.091848,  97.907338
 0.729662,  186.420860,  1.081288,  87.050847,  87.057563,  89.288503,  0.989329,  0.093187,  97.877153
 0.729995,  187.522097,  1.075333,  87.072183,  87.078823,  89.292595,  0.989391,  0.092639,  97.889488
 0.730328,  179.334584,  1.125022,  87.102346,  87.109611,  89.260160,  0.988910,  0.096869,  97.794201
 0.730661,  181.746675,  1.111239,  87.162316,  87.169400,  89.269728,  0.989056,  0.095583,  97.823155
 0.730994,  188.283636,  1.073746,  87.221421,  87.228030,  89.294848,  0.989434,  0.092265,  97.897934
 0.731328,  184.942090,  1.093194,  87.223718,  87.230568,  89.282094,  0.989244,  0.093932,  97.860362
 0.731661,  181.760034,  1.114027,  87.311792,  87.318899,  89.269149,  0.989057,  0.095576,  97.823313
 0.731994,  184.883490,  1.095316,  87.317759,  87.324628,  89.281475,  0.989241,  0.093962,  97.859691
 0.732327,  187.273976,  1.082940,  87.403906,  87.410615,  89.290294,  0.989377,  0.092762,  97.886721
 0.732660,  185.838633,  1.091510,  87.414767,  87.421581,  89.284766,  0.989296,  0.093479,  97.870574
 0.732993,  180.375656,  1.125736,  87.474663,  87.481906,  89.262842,  0.988973,  0.096310,  97.806791
 0.733327,  184.721704,  1.099490,  87.487539,  87.494447,  89.280136,  0.989231,  0.094044,  97.857837
 0.733660,  184.420431,  1.102466,  87.549675,  87.556616,  89.278700,  0.989214,  0.094198,  97.854375
 0.733993,  182.694438,  1.112716,  87.540952,  87.548023,  89.271920,  0.989112,  0.095087,  97.834325
 0.734326,  181.970491,  1.118470,  87.609829,  87.616969,  89.268730,  0.989069,  0.095466,  97.825803
 0.734659,  181.324020,  1.123775,  87.677919,  87.685120,  89.265832,  0.989031,  0.095806,  97.818137
 0.734993,  184.090234,  1.106795,  87.673141,  87.680127,  89.276887,  0.989194,  0.094366,  97.850568
 0.735326,  186.858665,  1.091336,  87.723333,  87.730122,  89.287396,  0.989354,  0.092968,  97.882074
 0.735659,  182.386066,  1.119292,  87.785071,  87.792206,  89.269654,  0.989094,  0.095248,  97.830703
 0.735992,  184.726326,  1.105860,  87.824537,  87.831499,  89.278744,  0.989231,  0.094042,  97.857890
 0.736325,  184.820562,  1.105948,  87.858833,  87.865793,  89.278968,  0.989237,  0.093994,  97.858970
 0.736658,  180.646484,  1.132887,  87.929705,  87.937003,  89.261998,  0.988990,  0.096165,  97.810043
 0.736992,  190.882342,  1.071823,  87.913240,  87.919774,  89.301651,  0.989577,  0.091009,  97.926253
 0.737325,  184.109127,  1.112674,  87.987127,  87.994162,  89.275640,  0.989196,  0.094357,  97.850786
 0.737658,  188.889595,  1.085670,  88.049419,  88.056113,  89.293722,  0.989468,  0.091969,  97.904606
 0.737991,  177.097708,  1.158712,  88.086580,  88.094201,  89.246518,  0.988770,  0.098093,  97.766653
 0.738324,  179.024018,  1.146783,  88.114058,  88.121520,  89.254508,  0.988890,  0.097037,  97.790417
 0.738657,  183.395093,  1.120866,  88.187972,  88.195095,  89.271968,  0.989154,  0.094724,  97.842509
 0.738991,  178.000974,  1.155434,  88.217954,  88.225520,  89.249768,  0.988827,  0.097595,  97.777859
 0.739324,  179.533406,  1.145794,  88.229350,  88.236790,  89.256125,  0.988922,  0.096762,  97.796616
 0.739657,  180.172249,  1.142605,  88.273983,  88.281378,  89.258570,  0.988961,  0.096419,  97.804343
 0.739990,  181.751874,  1.134405,  88.363088,  88.370370,  89.264634,  0.989056,  0.095581,  97.823217
 0.740323,  179.012552,  1.151955,  88.372594,  88.380102,  89.253336,  0.988890,  0.097043,  97.790277
 0.740656,  176.911855,  1.166415,  88.411540,  88.419234,  89.244296,  0.988758,  0.098196,  97.764333
 0.740990,  181.392773,  1.138284,  88.446849,  88.454173,  89.262818,  0.989035,  0.095770,  97.818955
 0.741323,  179.239840,  1.152691,  88.483887,  88.491395,  89.253799,  0.988904,  0.096920,  97.793048
 0.741656,  183.276932,  1.128220,  88.531745,  88.538933,  89.270037,  0.989147,  0.094785,  97.841133
 0.741989,  177.077359,  1.168714,  88.581077,  88.588787,  89.244256,  0.988769,  0.098104,  97.766399
 0.742322,  185.771601,  1.114389,  88.601055,  88.608063,  89.279551,  0.989292,  0.093512,  97.869813
 0.742656,  181.425326,  1.141836,  88.639197,  88.646552,  89.262122,  0.989037,  0.095753,  97.819342
 0.742989,  184.684298,  1.122499,  88.681676,  88.688780,  89.274967,  0.989229,  0.094063,  97.857407
 0.743322,  177.336399,  1.170327,  88.747064,  88.754780,  89.244628,  0.988785,  0.097961,  97.769625
 0.743655,  179.879838,  1.153695,  88.742974,  88.750473,  89.255330,  0.988943,  0.096575,  97.800813
 0.743988,  178.506407,  1.164110,  88.820200,  88.827828,  89.249260,  0.988858,  0.097318,  97.784081
 0.744321,  178.934851,  1.162740,  88.891554,  88.899158,  89.250746,  0.988885,  0.097085,  97.789328
 0.744655,  182.837417,  1.138387,  88.915719,  88.923006,  89.266639,  0.989121,  0.095013,  97.836000
 0.744988,  179.258324,  1.162078,  88.963912,  88.971501,  89.251782,  0.988905,  0.096910,  97.793273
 0.745321,  177.645339,  1.173021,  88.983362,  88.991093,  89.244900,  0.988805,  0.097790,  97.773460
 0.745654,  180.692288,  1.154337,  89.039180,  89.046662,  89.257394,  0.988992,  0.096141,  97.810592
 0.745987,  181.372467,  1.150998,  89.089598,  89.097033,  89.259962,  0.989033,  0.095781,  97.818713
 0.746321,  182.370337,  1.144936,  89.101729,  89.109084,  89.263960,  0.989093,  0.095256,  97.830518
 0.746654,  183.110103,  1.141457,  89.160679,  89.167986,  89.266682,  0.989137,  0.094872,  97.839188
 0.746987,  185.771307,  1.126428,  89.229677,  89.236786,  89.276898,  0.989292,  0.093513,  97.869810
 0.747320,  178.856222,  1.169879,  89.224240,  89.231910,  89.248956,  0.988880,  0.097128,  97.788367
 0.747653,  180.599593,  1.159914,  89.291504,  89.299038,  89.255915,  0.988987,  0.096190,  97.809481
 0.747986,  180.469054,  1.161045,  89.306257,  89.313804,  89.255313,  0.988979,  0.096260,  97.807914
 0.748320,  184.638854,  1.135790,  89.356400,  89.363618,  89.271921,  0.989226,  0.094086,  97.856886
 0.748653,  180.280576,  1.164236,  89.405929,  89.413509,  89.254098,  0.988967,  0.096361,  97.805648
 0.748986,  182.585457,  1.149691,  89.413864,  89.421255,  89.263483,  0.989106,  0.095144,  97.833046
 0.749319,  178.815828,  1.175187,  89.476534,  89.484251,  89.247676,  0.988878,  0.097150,  97.787873
 0.749652,  177.976099,  1.180680,  89.473898,  89.481688,  89.244137,  0.988825,  0.097608,  97.777552
 0.749986,  187.546044,  1.121732,  89.542486,  89.549512,  89.282429,  0.989393,  0.092628,  97.889754
 0.750319,  177.583997,  1.185308,  89.574099,  89.581941,  89.242022,  0.988801,  0.097824,  97.772700
 0.750652,  182.885750,  1.151536,  89.604473,  89.611872,  89.263871,  0.989124,  0.094988,  97.836566
 0.750985,  179.007895,  1.177703,  89.665194,  89.672928,  89.247651,  0.988889,  0.097046,  97.790220
 0.751318,  174.679165,  1.208012,  89.719656,  89.727788,  89.228755,  0.988616,  0.099451,  97.736083
 0.751651,  181.945128,  1.160608,  89.762587,  89.770090,  89.259377,  0.989068,  0.095479,  97.825503
 0.751985,  177.737501,  1.189627,  89.838664,  89.846540,  89.241501,  0.988810,  0.097739,  97.774602
 0.752318,  180.453093,  1.172111,  89.858261,  89.865905,  89.252833,  0.988978,  0.096269,  97.807722
 0.752651,  175.904140,  1.203365,  89.904027,  89.912080,  89.233299,  0.988694,  0.098758,  97.751670
 0.752984,  180.402610,  1.174429,  89.958046,  89.965712,  89.252186,  0.988975,  0.096295,  97.807116
 0.753317,  177.936126,  1.191004,  89.972472,  89.980355,  89.241752,  0.988823,  0.097630,  97.777058
 0.753650,  178.459345,  1.188518,  90.022395,  90.030240,  89.243754,  0.988855,  0.097344,  97.783503
 0.753984,  185.839279,  1.142981,  90.108499,  90.115748,  89.273427,  0.989296,  0.093478,  97.870581
 0.754317,  178.005092,  1.193880,  90.137375,  90.145281,  89.241312,  0.988827,  0.097593,  97.777910
 0.754650,  180.568024,  1.178129,  90.197333,  90.205027,  89.251820,  0.988985,  0.096207,  97.809102
 0.754983,  179.266488,  1.186851,  90.205598,  90.213405,  89.246350,  0.988905,  0.096906,  97.793372
 0.755316,  183.009326,  1.163705,  90.262994,  90.270495,  89.261518,  0.989131,  0.094924,  97.838011
 0.755650,  182.389965,  1.168344,  90.297659,  90.305217,  89.258859,  0.989094,  0.095246,  97.830749
 0.755983,  179.998690,  1.184176,  90.312980,  90.320743,  89.248942,  0.988950,  0.096512,  97.802249
 0.756316,  180.019479,  1.184742,  90.347982,  90.355749,  89.248874,  0.988951,  0.096500,  97.802500
 0.756649,  184.407085,  1.157412,  90.392029,  90.399439,  89.266561,  0.989213,  0.094204,  97.854221
 0.756982,  179.436410,  1.190503,  90.442768,  90.450603,  89.246013,  0.988916,  0.096814,  97.795439
 0.757315,  177.935003,  1.201187,  90.474037,  90.482010,  89.239509,  0.988823,  0.097631,  97.777044
 0.757649,  175.584212,  1.217999,  90.509282,  90.517477,  89.229164,  0.988674,  0.098938,  97.747620
 0.757982,  183.050606,  1.169252,  90.556988,  90.564536,  89.260407,  0.989133,  0.094902,  97.838493
 0.758315,  177.904915,  1.203424,  90.573957,  90.581952,  89.238933,  0.988821,  0.097647,  97.776673
 0.758648,  176.748060,  1.212217,  90.618563,  90.626671,  89.233749,  0.988748,  0.098287,  97.762284
 0.758981,  183.289250,  1.169879,  90.665684,  90.673231,  89.260897,  0.989147,  0.094779,  97.841277
 0.759314,  175.529635,  1.222597,  90.713575,  90.721813,  89.227996,  0.988670,  0.098969,  97.746927
 0.759648,  179.876438,  1.194465,  90.783859,  90.791716,  89.246346,  0.988943,  0.096577,  97.800772
 0.759981,  173.554082,  1.238360,  90.801691,  90.810135,  89.218801,  0.988542,  0.100095,  97.721575
 0.760314,  186.325100,  1.155186,  90.889959,  90.897300,  89.271982,  0.989323,  0.093235,  97.876074
 0.760647,  174.992081,  1.229905,  90.884652,  90.892973,  89.224843,  0.988636,  0.099273,  97.740085
 0.760980,  181.471747,  1.187461,  90.958481,  90.966232,  89.252204,  0.989039,  0.095728,  97.819893
 0.761314,  177.529603,  1.214145,  90.973613,  90.981715,  89.235526,  0.988797,  0.097854,  97.772025
 0.761647,  182.368712,  1.182871,  91.021205,  91.028890,  89.255608,  0.989093,  0.095257,  97.830499
 0.761980,  180.147093,  1.199217,  91.108020,  91.115912,  89.246039,  0.988959,  0.096432,  97.804040
 0.762313,  184.945582,  1.168028,  91.104519,  91.112006,  89.265622,  0.989244,  0.093930,  97.860402
 0.762646,  180.129296,  1.200499,  91.165497,  91.173401,  89.245709,  0.988958,  0.096442,  97.803825
 0.762979,  177.722165,  1.216495,  91.152452,  91.160569,  89.235548,  0.988809,  0.097748,  97.774412
 0.763313,  179.997469,  1.202303,  91.211104,  91.219028,  89.244953,  0.988950,  0.096512,  97.802234
 0.763646,  177.789769,  1.217969,  91.246823,  91.254952,  89.235414,  0.988814,  0.097711,  97.775249
 0.763979,  176.809088,  1.225386,  91.278784,  91.287008,  89.231027,  0.988752,  0.098253,  97.763048
 0.764312,  176.563204,  1.228188,  91.331688,  91.339946,  89.229715,  0.988736,  0.098389,  97.759968
 0.764645,  179.100974,  1.212013,  91.392048,  91.400084,  89.240362,  0.988895,  0.096995,  97.791356
 0.764979,  177.927588,  1.221033,  91.441918,  91.450070,  89.235126,  0.988822,  0.097635,  97.776953
 0.765312,  177.133802,  1.227220,  91.476490,  91.484722,  89.231540,  0.988772,  0.098073,  97.767103
 0.765645,  179.792840,  1.210522,  91.547987,  91.555990,  89.242589,  0.988938,  0.096622,  97.799761
 0.765978,  177.333115,  1.228111,  91.586456,  91.594690,  89.231906,  0.988785,  0.097962,  97.769584
 0.766311,  173.748558,  1.254141,  91.619055,  91.627638,  89.215903,  0.988555,  0.099983,  97.724096
 0.766644,  179.111327,  1.217341,  91.656075,  91.664158,  89.239221,  0.988896,  0.096990,  97.791482
 0.766978,  176.781168,  1.233916,  91.681404,  91.689707,  89.229074,  0.988750,  0.098268,  97.762699
 0.767311,  177.950289,  1.227076,  91.742946,  91.751151,  89.233862,  0.988824,  0.097623,  97.777233
 0.767644,  174.746942,  1.249976,  91.762032,  91.770545,  89.219726,  0.988620,  0.099412,  97.736951
 0.767977,  185.878675,  1.176257,  91.820416,  91.827950,  89.266214,  0.989298,  0.093459,  97.871027
 0.768310,  176.385023,  1.240165,  91.848450,  91.856822,  89.226579,  0.988725,  0.098489,  97.757731
 0.768643,  184.489260,  1.185992,  91.864314,  91.871969,  89.260494,  0.989218,  0.094162,  97.855167
 0.768977,  180.803264,  1.211304,  91.919812,  91.927793,  89.245166,  0.988999,  0.096082,  97.811921
 0.769310,  180.654158,  1.213238,  91.965684,  91.973686,  89.244338,  0.988990,  0.096161,  97.810135
 0.769643,  179.934279,  1.219265,  92.022975,  92.031052,  89.241057,  0.988946,  0.096546,  97.801471
 0.769976,  184.922576,  1.187081,  92.058776,  92.066429,  89.261379,  0.989243,  0.093942,  97.860138
 0.770309,  178.789623,  1.228487,  92.091657,  92.099850,  89.235886,  0.988876,  0.097164,  97.787552
 0.770643,  180.355285,  1.219036,  92.151155,  92.159218,  89.242254,  0.988972,  0.096321,  97.806547
 0.770976,  180.420671,  1.219576,  92.199158,  92.207223,  89.242314,  0.988976,  0.096286,  97.807333
 0.771309,  175.894755,  1.251296,  92.215033,  92.223522,  89.222739,  0.988694,  0.098763,  97.751551
 0.771642,  176.689084,  1.246366,  92.248380,  92.256799,  89.226081,  0.988744,  0.098319,  97.761546
 0.771975,  180.510014,  1.221381,  92.316950,  92.325030,  89.242161,  0.988981,  0.096238,  97.808406
 0.772308,  177.535709,  1.241717,  92.310696,  92.319047,  89.229489,  0.988798,  0.097851,  97.772101
 0.772642,  180.234212,  1.224183,  92.362447,  92.370560,  89.240796,  0.988965,  0.096385,  97.805089
 0.772975,  179.265836,  1.232518,  92.445892,  92.454108,  89.236316,  0.988905,  0.096906,  97.793364
 0.773308,  175.556769,  1.259972,  92.512723,  92.521303,  89.219868,  0.988672,  0.098954,  97.747272
 0.773641,  175.737800,  1.258576,  92.508070,  92.516631,  89.220693,  0.988684,  0.098852,  97.749566
 0.773974,  177.012150,  1.249996,  92.531131,  92.539574,  89.226200,  0.988765,  0.098140,  97.765585
 0.774307,  176.390350,  1.255240,  92.570997,  92.579507,  89.223288,  0.988725,  0.098486,  97.757797
 0.774641,  180.355607,  1.228895,  92.632244,  92.640395,  89.240093,  0.988972,  0.096321,  97.806550
 0.774974,  177.944838,  1.245735,  92.641276,  92.649652,  89.229754,  0.988823,  0.097626,  97.777166
 0.775307,  174.264695,  1.273028,  92.687327,  92.696068,  89.213268,  0.988589,  0.099687,  97.730760
 0.775640,  181.014598,  1.227231,  92.769420,  92.777537,  89.242245,  0.989012,  0.095970,  97.814448
 0.775973,  177.030849,  1.255308,  92.791112,  92.799603,  89.225088,  0.988766,  0.098130,  97.765819
 0.776307,  179.801056,  1.236544,  92.819233,  92.827470,  89.236904,  0.988938,  0.096618,  97.799860
 0.776640,  177.368829,  1.254520,  92.867723,  92.876196,  89.226214,  0.988787,  0.097943,  97.770028
 0.776973,  180.118718,  1.236496,  92.922668,  92.930894,  89.237782,  0.988958,  0.096447,  97.803697
 0.777306,  180.639070,  1.234598,  93.003512,  93.011706,  89.239614,  0.988989,  0.096169,  97.809954
 0.777639,  177.428678,  1.257437,  93.027127,  93.035625,  89.225743,  0.988791,  0.097910,  97.770772
 0.777972,  173.666528,  1.284913,  93.037817,  93.046689,  89.208915,  0.988550,  0.100031,  97.723033
 0.778306,  176.531020,  1.265618,  93.111755,  93.120356,  89.221414,  0.988734,  0.098407,  97.759564
 0.778639,  180.763775,  1.237142,  93.168328,  93.176541,  89.239395,  0.988997,  0.096103,  97.811449
 0.778972,  175.088944,  1.277059,  93.159419,  93.168172,  89.214777,  0.988642,  0.099218,  97.741321
 0.779305,  173.580405,  1.289525,  93.222973,  93.231891,  89.207652,  0.988544,  0.100080,  97.721916
 0.779638,  175.926519,  1.273242,  93.266248,  93.274939,  89.218021,  0.988696,  0.098746,  97.751953
 0.779971,  173.675306,  1.290180,  93.286275,  93.295197,  89.207787,  0.988550,  0.100026,  97.723147
 0.780305,  175.582919,  1.278107,  93.377834,  93.386581,  89.215971,  0.988674,  0.098939,  97.747603
 0.780638,  182.004762,  1.234128,  93.432714,  93.440864,  89.243396,  0.989071,  0.095448,  97.826208
 0.780971,  179.254145,  1.253087,  93.433586,  93.441989,  89.231778,  0.988905,  0.096912,  97.793222
 0.781304,  180.711528,  1.243990,  93.482401,  93.490677,  89.237755,  0.988994,  0.096131,  97.810823
 0.781637,  176.000357,  1.278249,  93.527255,  93.535989,  89.217136,  0.988701,  0.098704,  97.752885
 0.781971,  172.428049,  1.305640,  93.568796,  93.577905,  89.200715,  0.988468,  0.100749,  97.706867
 0.782304,  179.413408,  1.254843,  93.571135,  93.579549,  89.231833,  0.988914,  0.096826,  97.795159
 0.782637,  180.248872,  1.250521,  93.643114,  93.651463,  89.235068,  0.988965,  0.096378,  97.805266
 0.782970,  177.254747,  1.272540,  93.685260,  93.693902,  89.221948,  0.988780,  0.098006,  97.768609
 0.783303,  176.182276,  1.281050,  93.721051,  93.729805,  89.217043,  0.988712,  0.098602,  97.755179
 0.783636,  175.472957,  1.286944,  93.754471,  93.763303,  89.213721,  0.988667,  0.099001,  97.746208
 0.783970,  175.181639,  1.289665,  93.781600,  93.790467,  89.212286,  0.988648,  0.099165,  97.742502
 0.784303,  175.969823,  1.284871,  93.827730,  93.836527,  89.215601,  0.988699,  0.098721,  97.752500
 0.784636,  172.836840,  1.308810,  93.857324,  93.866449,  89.201237,  0.988495,  0.100511,  97.712228
 0.784969,  176.876427,  1.280326,  93.923893,  93.932619,  89.219176,  0.988756,  0.098215,  97.763890
 0.785302,  176.787874,  1.281116,  93.930901,  93.939637,  89.218752,  0.988751,  0.098264,  97.762783
 0.785636,  171.615399,  1.321748,  94.022601,  94.031891,  89.194759,  0.988414,  0.101226,  97.696134
 0.785969,  175.145173,  1.295744,  94.052393,  94.061318,  89.210852,  0.988646,  0.099186,  97.742038
 0.786302,  172.531131,  1.316563,  94.106602,  94.115811,  89.198634,  0.988475,  0.100689,  97.708221
 0.786635,  171.903694,  1.321886,  94.130177,  94.139458,  89.195595,  0.988433,  0.101056,  97.699953
 0.786968,  173.486329,  1.310715,  94.171224,  94.180345,  89.202741,  0.988538,  0.100135,  97.720695
 0.787301,  179.734114,  1.266609,  94.241114,  94.249625,  89.230143,  0.988934,  0.096654,  97.799050
 0.787635,  176.990477,  1.287237,  94.287525,  94.296312,  89.217989,  0.988763,  0.098152,  97.765315
 0.787968,  177.048026,  1.286826,  94.287903,  94.296684,  89.218241,  0.988767,  0.098120,  97.766033
 0.788301,  175.824517,  1.297121,  94.350268,  94.359184,  89.212507,  0.988689,  0.098803,  97.750663
 0.788634,  176.970686,  1.289602,  94.391661,  94.400470,  89.217416,  0.988762,  0.098163,  97.765068
 0.788967,  172.703864,  1.322548,  94.440950,  94.450210,  89.197841,  0.988486,  0.100588,  97.710487
 0.789301,  177.461764,  1.288324,  94.499269,  94.508050,  89.219082,  0.988793,  0.097891,  97.771183
 0.789634,  174.999495,  1.306013,  94.478846,  94.487872,  89.208188,  0.988636,  0.099269,  97.740180
 0.789967,  176.805364,  1.294638,  94.570825,  94.579686,  89.215848,  0.988752,  0.098255,  97.763001
 0.790300,  173.962817,  1.316529,  94.604416,  94.613576,  89.202872,  0.988569,  0.099860,  97.726867
 0.790633,  177.156442,  1.294103,  94.665848,  94.674693,  89.216959,  0.988774,  0.098060,  97.767385
 0.790966,  173.736717,  1.320106,  94.689913,  94.699114,  89.201427,  0.988554,  0.099990,  97.723942
 0.791300,  172.701094,  1.328722,  94.721743,  94.731062,  89.196485,  0.988486,  0.100590,  97.710451
 0.791633,  171.585250,  1.337481,  94.726983,  94.736425,  89.191232,  0.988412,  0.101244,  97.695734
 0.791966,  172.823509,  1.330718,  94.855592,  94.864926,  89.196413,  0.988494,  0.100519,  97.712054
 0.792299,  175.264658,  1.311561,  94.827035,  94.836105,  89.207744,  0.988653,  0.099118,  97.743560
 0.792632,  172.140604,  1.335906,  94.851398,  94.860805,  89.193245,  0.988449,  0.100917,  97.703082
 0.792965,  172.673635,  1.333656,  94.936653,  94.946020,  89.195327,  0.988484,  0.100606,  97.710091
 0.793299,  174.887654,  1.317304,  94.961314,  94.970451,  89.205400,  0.988629,  0.099332,  97.738751
 0.793632,  171.790635,  1.342942,  95.046482,  95.055969,  89.190660,  0.988425,  0.101123,  97.698457
 0.793965,  178.079538,  1.296594,  95.097451,  95.106290,  89.219013,  0.988832,  0.097552,  97.778829
 0.794298,  169.904220,  1.358584,  95.078991,  95.088697,  89.181512,  0.988298,  0.102246,  97.673203
 0.794631,  177.937051,  1.298891,  95.156305,  95.165170,  89.218113,  0.988823,  0.097630,  97.777070
 0.794964,  172.707262,  1.338588,  95.172404,  95.181817,  89.194352,  0.988486,  0.100586,  97.710532
 0.795298,  170.202812,  1.360147,  95.255391,  95.265101,  89.182089,  0.988318,  0.102066,  97.677237
 0.795631,  176.876910,  1.309552,  95.289723,  95.298721,  89.212799,  0.988756,  0.098215,  97.763896
 0.795964,  180.791429,  1.282269,  95.340839,  95.349461,  89.229614,  0.988998,  0.096088,  97.811780
 0.796297,  173.933447,  1.332640,  95.331749,  95.341063,  89.199272,  0.988567,  0.099877,  97.726487
 0.796630,  173.378943,  1.338735,  95.414957,  95.424349,  89.196312,  0.988531,  0.100197,  97.719299
 0.796964,  175.635167,  1.321749,  95.424892,  95.434045,  89.206592,  0.988677,  0.098909,  97.748266
 0.797297,  173.330607,  1.340673,  95.485983,  95.495395,  89.195747,  0.988528,  0.100224,  97.718671
 0.797630,  173.643206,  1.337941,  95.471529,  95.480904,  89.197264,  0.988548,  0.100044,  97.722731
 0.797963,  175.164245,  1.327400,  95.521047,  95.530269,  89.204002,  0.988647,  0.099175,  97.742281
 0.798296,  175.995196,  1.322445,  95.581518,  95.590666,  89.207475,  0.988700,  0.098707,  97.752820
 0.798629,  174.472584,  1.335826,  95.665306,  95.674632,  89.200157,  0.988602,  0.099568,  97.733433
 0.798963,  176.351898,  1.321900,  95.679719,  95.688850,  89.208615,  0.988723,  0.098507,  97.757314
 0.799296,  179.441812,  1.299833,  95.712529,  95.721355,  89.222094,  0.988916,  0.096811,  97.795504
 0.799629,  172.428514,  1.353990,  95.769957,  95.779528,  89.190166,  0.988468,  0.100749,  97.706873
 0.799962,  172.517110,  1.354504,  95.824388,  95.833960,  89.190319,  0.988474,  0.100697,  97.708037
 0.800295,  176.495094,  1.325521,  95.895877,  95.905037,  89.208236,  0.988732,  0.098427,  97.759113
 0.800629,  181.152064,  1.291382,  95.893254,  95.901949,  89.228608,  0.989020,  0.095897,  97.816088
 0.800962,  175.644882,  1.333079,  95.948034,  95.957294,  89.204154,  0.988678,  0.098904,  97.748389
 0.801295,  173.523243,  1.350122,  95.981484,  95.990980,  89.194259,  0.988540,  0.100113,  97.721174
 0.801628,  177.890608,  1.317518,  96.006971,  96.016010,  89.213927,  0.988820,  0.097655,  97.776496
 0.801961,  173.625319,  1.350671,  96.042190,  96.051687,  89.194441,  0.988547,  0.100054,  97.722499
 0.802294,  173.632847,  1.352165,  96.112310,  96.121821,  89.194138,  0.988547,  0.100050,  97.722596
 0.802628,  170.500904,  1.377445,  96.131597,  96.141465,  89.179236,  0.988338,  0.101888,  97.681250
 0.802961,  173.309011,  1.356022,  96.172230,  96.181789,  89.192343,  0.988526,  0.100237,  97.718390
 0.803294,  176.518578,  1.332571,  96.227762,  96.236988,  89.206770,  0.988734,  0.098414,  97.759408
 0.803627,  175.203125,  1.343216,  96.256765,  96.266136,  89.200674,  0.988649,  0.099153,  97.742776
 0.803960,  172.606987,  1.364484,  96.304250,  96.313916,  89.188417,  0.988480,  0.100645,  97.709217
 0.804293,  173.986035,  1.354857,  96.358019,  96.367543,  89.194593,  0.988571,  0.099847,  97.727167
 0.804627,  174.941598,  1.347327,  96.352200,  96.361619,  89.199021,  0.988633,  0.099302,  97.739440
 0.804960,  170.181753,  1.386831,  96.432108,  96.442080,  89.176218,  0.988317,  0.102079,  97.676953
 0.805293,  173.300561,  1.362247,  96.449181,  96.458801,  89.190965,  0.988526,  0.100242,  97.718280
 0.805626,  175.984484,  1.341971,  96.472175,  96.481508,  89.203198,  0.988700,  0.098713,  97.752685
 0.805959,  177.916379,  1.328825,  96.538030,  96.547175,  89.211543,  0.988822,  0.097641,  97.776814
 0.806293,  176.041748,  1.344052,  96.586927,  96.596278,  89.202911,  0.988703,  0.098681,  97.753408
 0.806626,  175.748333,  1.348428,  96.683830,  96.693233,  89.201117,  0.988684,  0.098846,  97.749699
 0.806959,  174.716830,  1.356611,  96.693762,  96.703279,  89.196351,  0.988618,  0.099429,  97.736565
