Time (s),V_SW,I_IN,I_OUT,I_P
0.0,-0.46875494399999695,0.07399999296000001,0.027724997312000003,-0.9374988799999997
5e-10,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
1e-09,-0.46875494399999695,0.08649999168000001,0.030224997056000003,-0.9374988799999997
1.5000000000000002e-09,-0.46875494399999695,0.08024999232,0.031474996928,-0.9374988799999997
2e-09,0.312495104000007,0.07399999296000001,0.028974997184,-1.2499988480000006
2.5e-09,0.312495104000007,0.07399999296000001,0.0327249968,-1.2499988480000006
3.0000000000000004e-09,-0.46875494399999695,0.08024999232,0.035224996544,-0.9374988799999997
3.5000000000000003e-09,0.312495104000007,0.08024999232,0.033974996672,-0.9374988799999997
4e-09,0.312495104000007,0.08024999232,0.030224997056000003,-1.2499988480000006
4.500000000000001e-09,-0.46875494399999695,0.08024999232,0.031474996928,-1.2499988480000006
5e-09,-0.46875494399999695,0.07399999296000001,0.0327249968,-0.9374988799999997
5.5000000000000004e-09,0.312495104000007,0.07399999296000001,0.030224997056000003,-0.9374988799999997
6.000000000000001e-09,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
6.5e-09,-0.46875494399999695,0.08649999168000001,0.0327249968,-1.2499988480000006
7.000000000000001e-09,-0.46875494399999695,0.08024999232,0.033974996672,-1.2499988480000006
7.500000000000001e-09,-0.46875494399999695,0.07399999296000001,0.0327249968,-1.2499988480000006
8e-09,-0.46875494399999695,0.08024999232,0.035224996544,-1.2499988480000006
8.5e-09,0.312495104000007,0.08024999232,0.036474996416,-0.9374988799999997
9.000000000000001e-09,-0.46875494399999695,0.08024999232,0.0327249968,-1.2499988480000006
9.5e-09,-0.46875494399999695,0.07399999296000001,0.0327249968,-1.2499988480000006
1e-08,-0.46875494399999695,0.08024999232,0.031474996928,-0.9374988799999997
1.0500000000000001e-08,0.312495104000007,0.07399999296000001,0.031474996928,-1.2499988480000006
1.1000000000000001e-08,0.312495104000007,0.08024999232,0.030224997056000003,-0.9374988799999997
1.15e-08,0.312495104000007,0.08649999168000001,0.031474996928,-1.2499988480000006
1.2000000000000002e-08,0.312495104000007,0.08024999232,0.030224997056000003,-0.9374988799999997
1.2500000000000001e-08,-0.46875494399999695,0.07399999296000001,0.031474996928,-1.2499988480000006
1.3e-08,-0.46875494399999695,0.08024999232,0.031474996928,-0.9374988799999997
1.35e-08,0.312495104000007,0.07399999296000001,0.031474996928,-0.9374988799999997
1.4000000000000001e-08,0.312495104000007,0.07399999296000001,0.028974997184,-1.2499988480000006
1.45e-08,-0.46875494399999695,0.08024999232,0.028974997184,-0.9374988799999997
1.5000000000000002e-08,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
1.55e-08,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
1.6e-08,0.312495104000007,0.07399999296000001,0.031474996928,-0.6249989120000006
1.6500000000000002e-08,-0.46875494399999695,0.08024999232,0.035224996544,-0.9374988799999997
1.7e-08,-0.46875494399999695,0.08024999232,0.0327249968,-0.9374988799999997
1.75e-08,-0.46875494399999695,0.07399999296000001,0.031474996928,-1.2499988480000006
1.8000000000000002e-08,0.312495104000007,0.07399999296000001,0.028974997184,-1.2499988480000006
1.85e-08,-0.46875494399999695,0.08024999232,0.031474996928,-1.2499988480000006
1.9e-08,-0.46875494399999695,0.07399999296000001,0.030224997056000003,-1.2499988480000006
1.9500000000000003e-08,-0.46875494399999695,0.08024999232,0.028974997184,-0.9374988799999997
2e-08,-0.46875494399999695,0.08024999232,0.028974997184,-0.9374988799999997
2.05e-08,-0.46875494399999695,0.08024999232,0.030224997056000003,-1.2499988480000006
2.1000000000000003e-08,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
2.15e-08,0.312495104000007,0.08024999232,0.028974997184,-0.6249989120000006
2.2000000000000002e-08,0.312495104000007,0.08024999232,0.031474996928,-0.9374988799999997
2.2500000000000003e-08,-0.46875494399999695,0.08024999232,0.033974996672,-1.2499988480000006
2.3e-08,0.312495104000007,0.08649999168000001,0.036474996416,-0.9374988799999997
2.3500000000000002e-08,-0.46875494399999695,0.08024999232,0.035224996544,-1.2499988480000006
2.4000000000000003e-08,-0.46875494399999695,0.07399999296000001,0.033974996672,-0.6249989120000006
2.45e-08,0.312495104000007,0.08024999232,0.0327249968,-0.6249989120000006
2.5000000000000002e-08,0.312495104000007,0.08024999232,0.030224997056000003,-0.9374988799999997
2.55e-08,0.312495104000007,0.08024999232,0.0327249968,-0.9374988799999997
2.6e-08,0.312495104000007,0.07399999296000001,0.0327249968,-1.2499988480000006
2.6500000000000002e-08,0.312495104000007,0.07399999296000001,0.0327249968,-1.2499988480000006
2.7e-08,0.312495104000007,0.07399999296000001,0.030224997056000003,-1.2499988480000006
2.75e-08,0.312495104000007,0.08024999232,0.031474996928,-0.9374988799999997
2.8000000000000003e-08,0.312495104000007,0.08024999232,0.0327249968,-1.2499988480000006
2.85e-08,-0.46875494399999695,0.08024999232,0.031474996928,-1.2499988480000006
2.9e-08,-0.46875494399999695,0.08024999232,0.031474996928,-0.9374988799999997
2.9500000000000003e-08,0.312495104000007,0.08024999232,0.033974996672,-0.9374988799999997
3.0000000000000004e-08,-0.46875494399999695,0.07399999296000001,0.030224997056000003,-0.9374988799999997
3.05e-08,0.312495104000007,0.08024999232,0.030224997056000003,-1.2499988480000006
3.1e-08,0.312495104000007,0.08024999232,0.028974997184,-0.9374988799999997
3.1500000000000004e-08,0.312495104000007,0.08024999232,0.030224997056000003,-0.9374988799999997
3.2e-08,-0.46875494399999695,0.08024999232,0.030224997056000003,-0.9374988799999997
3.25e-08,0.312495104000007,0.08024999232,0.030224997056000003,-1.2499988480000006
3.3000000000000004e-08,0.312495104000007,0.08024999232,0.028974997184,-1.2499988480000006
3.35e-08,-0.46875494399999695,0.07399999296000001,0.031474996928,-0.9374988799999997
3.4e-08,0.312495104000007,0.08024999232,0.033974996672,-1.2499988480000006
3.4500000000000005e-08,0.312495104000007,0.07399999296000001,0.036474996416,-1.2499988480000006
3.5e-08,-0.46875494399999695,0.07399999296000001,0.031474996928,-0.9374988799999997
3.55e-08,-0.46875494399999695,0.07399999296000001,0.028974997184,-0.9374988799999997
3.6000000000000005e-08,0.312495104000007,0.07399999296000001,0.030224997056000003,-1.2499988480000006
3.65e-08,-0.46875494399999695,0.07399999296000001,0.0327249968,-1.2499988480000006
