Time (s),V_SEC,V_OUT
1.61e-07,-1.3065359359999995,1.3624069888
1.6200000000000002e-07,-1.3065359359999995,1.37044718848
1.6300000000000002e-07,-1.3065359359999995,1.37044718848
1.64e-07,-1.7085460479999988,1.37044718848
1.65e-07,-1.3065359359999995,1.37044718848
1.66e-07,-1.7085460479999988,1.37044718848
1.67e-07,-1.7085460479999988,1.37044718848
1.6800000000000002e-07,-1.7085460479999988,1.3624069888
1.6900000000000002e-07,-1.7085460479999988,1.3624069888
1.7000000000000001e-07,-1.7085460479999988,1.3624069888
1.71e-07,-1.7085460479999988,1.35436678912
1.72e-07,-2.110556159999998,1.35436678912
1.73e-07,-2.110556159999998,1.35436678912
1.7400000000000002e-07,-2.110556159999998,1.35436678912
1.7500000000000002e-07,-2.110556159999998,1.3624069888
1.7600000000000001e-07,-2.110556159999998,1.3624069888
1.77e-07,-2.110556159999998,1.3624069888
1.78e-07,-2.110556159999998,1.3624069888
1.79e-07,-2.110556159999998,1.37044718848
1.8000000000000002e-07,-1.7085460479999988,1.37044718848
1.8100000000000002e-07,-1.7085460479999988,1.37044718848
1.8200000000000002e-07,-1.7085460479999988,1.37044718848
1.83e-07,-1.7085460479999988,1.37044718848
1.84e-07,-1.7085460479999988,1.37044718848
1.85e-07,-1.7085460479999988,1.37044718848
1.8600000000000002e-07,-1.7085460479999988,1.37044718848
1.8700000000000002e-07,-1.7085460479999988,1.37044718848
1.8800000000000002e-07,-1.3065359359999995,1.37044718848
1.89e-07,-1.3065359359999995,1.37044718848
1.9e-07,-1.3065359359999995,1.37044718848
1.91e-07,-1.3065359359999995,1.37044718848
1.9200000000000003e-07,-1.3065359359999995,1.37044718848
1.9300000000000002e-07,-1.3065359359999995,1.37044718848
1.9400000000000002e-07,-1.3065359359999995,1.37044718848
1.95e-07,-1.3065359359999995,1.37044718848
1.96e-07,-1.3065359359999995,1.37044718848
1.97e-07,-1.3065359359999995,1.37044718848
1.98e-07,-1.3065359359999995,1.37044718848
1.9900000000000002e-07,-1.7085460479999988,1.37044718848
2.0000000000000002e-07,-1.7085460479999988,1.37848738816
2.01e-07,-1.7085460479999988,1.37848738816
2.02e-07,-1.7085460479999988,1.37848738816
2.03e-07,-1.7085460479999988,1.37848738816
2.04e-07,-1.3065359359999995,1.37848738816
2.0500000000000002e-07,-1.3065359359999995,1.37848738816
2.0600000000000002e-07,-1.3065359359999995,1.37848738816
2.0700000000000001e-07,-1.3065359359999995,1.37044718848
2.08e-07,-1.7085460479999988,1.37044718848
2.09e-07,-1.7085460479999988,1.37044718848
2.1e-07,-1.7085460479999988,1.37044718848
2.1100000000000002e-07,-2.110556159999998,1.37044718848
2.1200000000000002e-07,-2.110556159999998,1.37044718848
2.1300000000000001e-07,-2.110556159999998,1.37044718848
2.14e-07,-2.110556159999998,1.37044718848
2.15e-07,-2.110556159999998,1.37044718848
2.16e-07,-1.7085460479999988,1.37044718848
2.1700000000000002e-07,-1.7085460479999988,1.3624069888
2.1800000000000002e-07,-1.7085460479999988,1.3624069888
2.1900000000000002e-07,-1.3065359359999995,1.3624069888
2.2e-07,-1.3065359359999995,1.3624069888
2.21e-07,-1.3065359359999995,1.3624069888
2.22e-07,-1.7085460479999988,1.3624069888
2.2300000000000002e-07,-1.7085460479999988,1.3624069888
2.2400000000000002e-07,-1.7085460479999988,1.3624069888
2.2500000000000002e-07,-1.7085460479999988,1.3624069888
2.26e-07,-1.7085460479999988,1.3624069888
2.27e-07,-1.7085460479999988,1.3624069888
2.28e-07,-1.7085460479999988,1.3624069888
2.2900000000000003e-07,-1.7085460479999988,1.3624069888
2.3000000000000002e-07,-1.7085460479999988,1.3624069888
2.3100000000000002e-07,-1.7085460479999988,1.3624069888
2.32e-07,-1.7085460479999988,1.3624069888
2.33e-07,-1.7085460479999988,1.3624069888
2.34e-07,-1.7085460479999988,1.37044718848
2.3500000000000003e-07,-1.7085460479999988,1.37044718848
2.3600000000000002e-07,-1.7085460479999988,1.37044718848
2.3700000000000002e-07,-1.7085460479999988,1.37044718848
2.3800000000000001e-07,-1.7085460479999988,1.37044718848
2.39e-07,-1.7085460479999988,1.37044718848
2.4000000000000003e-07,-1.7085460479999988,1.3624069888
2.41e-07,-1.7085460479999988,1.3624069888
2.42e-07,-1.7085460479999988,1.3624069888
2.43e-07,-1.7085460479999988,1.3624069888
2.44e-07,-1.7085460479999988,1.3624069888
2.4500000000000004e-07,-1.7085460479999988,1.3624069888
2.46e-07,-1.7085460479999988,1.3624069888
2.4700000000000003e-07,-1.7085460479999988,1.3624069888
2.48e-07,-1.3065359359999995,1.3624069888
2.49e-07,-1.3065359359999995,1.35436678912
2.5000000000000004e-07,-1.3065359359999995,1.35436678912
2.51e-07,-1.3065359359999995,1.35436678912
2.5200000000000003e-07,-1.3065359359999995,1.35436678912
2.53e-07,-1.3065359359999995,1.35436678912
2.54e-07,-1.3065359359999995,1.3624069888
2.55e-07,-1.3065359359999995,1.3624069888
2.56e-07,-1.3065359359999995,1.3624069888
2.5700000000000004e-07,-1.3065359359999995,1.3624069888
2.58e-07,-1.3065359359999995,1.3624069888
2.5900000000000003e-07,-1.7085460479999988,1.3624069888
2.6e-07,-1.7085460479999988,1.3624069888
2.61e-07,-1.7085460479999988,1.3624069888
2.62e-07,-1.7085460479999988,1.3624069888
2.63e-07,-1.7085460479999988,1.3624069888
2.6400000000000003e-07,-1.7085460479999988,1.3624069888
2.65e-07,-1.7085460479999988,1.35436678912
2.66e-07,-1.7085460479999988,1.35436678912
2.67e-07,-1.7085460479999988,1.35436678912
2.68e-07,-1.7085460479999988,1.35436678912
2.6900000000000004e-07,-1.7085460479999988,1.35436678912
2.7e-07,-1.7085460479999988,1.35436678912
2.7100000000000003e-07,-1.7085460479999988,1.35436678912
2.72e-07,-1.7085460479999988,1.35436678912
2.73e-07,-1.7085460479999988,1.3624069888
2.74e-07,-1.7085460479999988,1.3624069888
2.75e-07,-1.3065359359999995,1.3624069888
2.7600000000000004e-07,-1.3065359359999995,1.37044718848
2.77e-07,-1.3065359359999995,1.37044718848
2.7800000000000003e-07,-1.3065359359999995,1.37044718848
2.79e-07,-1.3065359359999995,1.37044718848
2.8e-07,-1.3065359359999995,1.37044718848
2.8100000000000004e-07,-1.3065359359999995,1.37848738816
2.82e-07,-1.3065359359999995,1.37848738816
2.8300000000000003e-07,-1.3065359359999995,1.37848738816
2.84e-07,-1.3065359359999995,1.37848738816
2.85e-07,-1.3065359359999995,1.37848738816
2.86e-07,-1.3065359359999995,1.37848738816
2.87e-07,-1.3065359359999995,1.37044718848
2.8800000000000004e-07,-1.3065359359999995,1.37044718848
2.89e-07,-1.3065359359999995,1.37044718848
2.9000000000000003e-07,-1.3065359359999995,1.37044718848
2.91e-07,-1.3065359359999995,1.37044718848
2.92e-07,-1.3065359359999995,1.37044718848
2.9300000000000004e-07,-1.7085460479999988,1.3624069888
2.94e-07,-1.7085460479999988,1.3624069888
2.9500000000000003e-07,-1.7085460479999988,1.3624069888
2.96e-07,-1.7085460479999988,1.3624069888
2.97e-07,-1.7085460479999988,1.3624069888
2.98e-07,-1.3065359359999995,1.3624069888
2.99e-07,-1.3065359359999995,1.3624069888
3.0000000000000004e-07,-1.3065359359999995,1.3624069888
3.01e-07,-1.3065359359999995,1.3624069888
3.0200000000000003e-07,-1.3065359359999995,1.3624069888
3.03e-07,-0.9045258240000003,1.3624069888
3.04e-07,-0.9045258240000003,1.3624069888
3.0500000000000004e-07,-0.9045258240000003,1.37044718848
3.06e-07,-0.9045258240000003,1.37044718848
3.0700000000000004e-07,-0.9045258240000003,1.37044718848
3.08e-07,-0.9045258240000003,1.37044718848
3.0900000000000003e-07,-0.9045258240000003,1.37044718848
3.1e-07,-0.9045258240000003,1.37848738816
3.11e-07,-0.9045258240000003,1.37044718848
3.1200000000000004e-07,-0.9045258240000003,1.37044718848
3.13e-07,-0.9045258240000003,1.37044718848
3.1400000000000003e-07,-0.5025157119999974,1.37044718848
3.15e-07,-0.5025157119999974,1.37044718848
3.16e-07,-0.5025157119999974,1.3624069888
3.1700000000000005e-07,-0.1005055999999982,1.3624069888
3.18e-07,-0.1005055999999982,1.37044718848
3.1900000000000004e-07,-0.1005055999999982,1.3624069888
3.2e-07,-0.1005055999999982,1.3624069888
3.2100000000000003e-07,-0.1005055999999982,1.3624069888
3.22e-07,0.30150451200000106,1.3624069888
3.23e-07,0.30150451200000106,1.3624069888
3.2400000000000004e-07,0.30150451200000106,1.3624069888
3.25e-07,0.7035146240000003,1.3624069888
3.2600000000000003e-07,0.7035146240000003,1.3624069888
3.27e-07,0.7035146240000003,1.3624069888
3.28e-07,1.1055247359999996,1.37044718848
3.29e-07,1.1055247359999996,1.37044718848
3.3e-07,1.1055247359999996,1.37044718848
3.3100000000000004e-07,1.1055247359999996,1.3624069888
3.32e-07,1.1055247359999996,1.3624069888
3.3300000000000003e-07,1.1055247359999996,1.3624069888
3.34e-07,1.1055247359999996,1.3624069888
3.35e-07,1.5075348480000024,1.3624069888
3.3600000000000004e-07,1.5075348480000024,1.37044718848
3.37e-07,1.5075348480000024,1.37044718848
3.3800000000000004e-07,1.9095449600000016,1.37848738816
3.39e-07,1.9095449600000016,1.37848738816
3.4000000000000003e-07,2.311555072000001,1.3865275878399999
3.41e-07,2.311555072000001,1.3865275878399999
3.42e-07,2.311555072000001,1.3865275878399999
3.4300000000000004e-07,2.311555072000001,1.3865275878399999
3.44e-07,2.311555072000001,1.3865275878399999
3.4500000000000003e-07,2.311555072000001,1.37848738816
3.46e-07,2.311555072000001,1.37848738816
3.47e-07,2.311555072000001,1.37848738816
3.4800000000000005e-07,2.311555072000001,1.37848738816
3.49e-07,2.311555072000001,1.37848738816
3.5000000000000004e-07,2.311555072000001,1.37848738816
3.51e-07,2.311555072000001,1.37848738816
3.5200000000000003e-07,2.713565184,1.37848738816
3.53e-07,2.311555072000001,1.37044718848
3.54e-07,2.311555072000001,1.37044718848
3.5500000000000004e-07,2.713565184,1.37044718848
3.56e-07,2.713565184,1.37044718848
3.5700000000000003e-07,2.713565184,1.37044718848
3.58e-07,2.713565184,1.37848738816
3.59e-07,2.311555072000001,1.37848738816
3.6000000000000005e-07,2.311555072000001,1.3865275878399999
3.61e-07,2.311555072000001,1.3865275878399999
3.6200000000000004e-07,2.311555072000001,1.3865275878399999
3.63e-07,2.311555072000001,1.3865275878399999
3.6400000000000003e-07,2.311555072000001,1.3865275878399999
3.65e-07,2.311555072000001,1.37848738816
3.66e-07,2.713565184,1.37848738816
3.6700000000000004e-07,2.713565184,1.37848738816
3.68e-07,2.311555072000001,1.37044718848
3.6900000000000004e-07,2.311555072000001,1.37044718848
3.7e-07,2.311555072000001,1.37044718848
3.7100000000000003e-07,2.311555072000001,1.37044718848
3.7200000000000005e-07,2.311555072000001,1.37044718848
3.73e-07,2.311555072000001,1.37044718848
3.7400000000000004e-07,2.311555072000001,1.37848738816
3.75e-07,2.311555072000001,1.37848738816
3.7600000000000003e-07,2.311555072000001,1.37848738816
3.77e-07,2.311555072000001,1.37848738816
3.78e-07,2.311555072000001,1.37848738816
3.7900000000000005e-07,2.311555072000001,1.37848738816
3.8e-07,2.311555072000001,1.37848738816
3.8100000000000004e-07,2.311555072000001,1.37848738816
3.82e-07,2.311555072000001,1.37848738816
3.8300000000000003e-07,2.311555072000001,1.37848738816
3.8400000000000005e-07,2.311555072000001,1.37848738816
3.85e-07,2.311555072000001,1.37044718848
3.8600000000000004e-07,2.311555072000001,1.37044718848
3.87e-07,2.311555072000001,1.37044718848
3.8800000000000003e-07,2.311555072000001,1.37044718848
3.89e-07,2.311555072000001,1.3624069888
3.9e-07,2.311555072000001,1.3624069888
3.9100000000000005e-07,2.311555072000001,1.3624069888
3.92e-07,2.311555072000001,1.37044718848
3.9300000000000004e-07,2.311555072000001,1.37044718848
3.94e-07,2.311555072000001,1.37044718848
3.9500000000000003e-07,2.311555072000001,1.37044718848
3.96e-07,1.9095449600000016,1.37044718848
3.97e-07,1.9095449600000016,1.37848738816
3.9800000000000004e-07,1.9095449600000016,1.37848738816
3.99e-07,1.9095449600000016,1.37848738816
4.0000000000000003e-07,2.311555072000001,1.37848738816
4.01e-07,2.311555072000001,1.3865275878399999
4.02e-07,2.311555072000001,1.3865275878399999
4.0300000000000005e-07,2.311555072000001,1.3865275878399999
4.04e-07,2.311555072000001,1.3865275878399999
4.0500000000000004e-07,2.311555072000001,1.37848738816
4.06e-07,2.311555072000001,1.37848738816
4.0700000000000003e-07,2.311555072000001,1.37848738816
4.08e-07,2.311555072000001,1.37848738816
4.09e-07,2.311555072000001,1.37848738816
4.1000000000000004e-07,2.311555072000001,1.37044718848
4.11e-07,2.311555072000001,1.37044718848
4.1200000000000004e-07,2.311555072000001,1.37044718848
4.13e-07,2.311555072000001,1.3624069888
4.1400000000000003e-07,2.311555072000001,1.3624069888
4.1500000000000005e-07,2.311555072000001,1.3624069888
4.16e-07,2.311555072000001,1.35436678912
4.1700000000000004e-07,2.311555072000001,1.35436678912
4.18e-07,2.311555072000001,1.35436678912
4.1900000000000003e-07,2.311555072000001,1.35436678912
4.2e-07,2.311555072000001,1.35436678912
4.21e-07,2.311555072000001,1.35436678912
4.2200000000000005e-07,2.311555072000001,1.3624069888
4.23e-07,2.311555072000001,1.3624069888
4.2400000000000004e-07,2.311555072000001,1.3624069888
4.25e-07,2.713565184,1.37044718848
4.2600000000000003e-07,2.713565184,1.37044718848
4.2700000000000005e-07,2.713565184,1.37848738816
4.28e-07,2.713565184,1.37848738816
4.2900000000000004e-07,2.713565184,1.37848738816
4.3e-07,2.713565184,1.37848738816
4.3100000000000003e-07,2.713565184,1.37848738816
4.32e-07,2.713565184,1.37848738816
4.33e-07,2.713565184,1.37044718848
4.3400000000000005e-07,2.713565184,1.37044718848
4.35e-07,2.311555072000001,1.37044718848
4.3600000000000004e-07,2.311555072000001,1.37044718848
4.37e-07,2.311555072000001,1.37044718848
4.3800000000000003e-07,2.713565184,1.37848738816
4.3900000000000005e-07,2.311555072000001,1.37848738816
4.4e-07,2.311555072000001,1.37848738816
4.4100000000000004e-07,2.311555072000001,1.37848738816
4.42e-07,2.311555072000001,1.37848738816
4.4300000000000004e-07,2.311555072000001,1.37848738816
4.44e-07,2.311555072000001,1.3865275878399999
4.4500000000000003e-07,2.311555072000001,1.3865275878399999
4.4600000000000005e-07,2.311555072000001,1.3865275878399999
4.47e-07,2.311555072000001,1.3865275878399999
4.4800000000000004e-07,2.311555072000001,1.37848738816
4.49e-07,2.311555072000001,1.37848738816
4.5000000000000003e-07,2.311555072000001,1.37848738816
4.51e-07,2.311555072000001,1.37848738816
4.52e-07,2.311555072000001,1.37848738816
4.5300000000000005e-07,2.311555072000001,1.37848738816
4.54e-07,2.311555072000001,1.37848738816
4.5500000000000004e-07,2.311555072000001,1.37044718848
4.56e-07,2.311555072000001,1.37044718848
4.5700000000000003e-07,2.311555072000001,1.37044718848
4.5800000000000005e-07,2.311555072000001,1.37044718848
4.59e-07,2.311555072000001,1.37044718848
4.6000000000000004e-07,2.311555072000001,1.37848738816
4.61e-07,2.311555072000001,1.37848738816
4.6200000000000003e-07,2.311555072000001,1.37848738816
4.63e-07,2.311555072000001,1.37848738816
4.64e-07,2.311555072000001,1.37848738816
4.6500000000000005e-07,2.311555072000001,1.37848738816
4.66e-07,2.311555072000001,1.37848738816
4.6700000000000004e-07,2.311555072000001,1.37848738816
4.68e-07,2.311555072000001,1.37848738816
4.6900000000000003e-07,2.311555072000001,1.37848738816
4.7000000000000005e-07,2.311555072000001,1.37848738816
4.71e-07,2.311555072000001,1.37848738816
4.7200000000000004e-07,2.311555072000001,1.37848738816
4.73e-07,2.311555072000001,1.37848738816
4.7400000000000004e-07,2.311555072000001,1.3865275878399999
4.75e-07,2.311555072000001,1.3865275878399999
4.7600000000000003e-07,2.311555072000001,1.3865275878399999
4.77e-07,2.311555072000001,1.3865275878399999
4.78e-07,2.311555072000001,1.3865275878399999
4.79e-07,2.713565184,1.37848738816
4.800000000000001e-07,2.713565184,1.37848738816
4.81e-07,2.713565184,1.37848738816
4.82e-07,2.713565184,1.37848738816
4.830000000000001e-07,2.713565184,1.37848738816
4.84e-07,2.713565184,1.37848738816
4.85e-07,2.713565184,1.37848738816
4.86e-07,2.713565184,1.37848738816
4.870000000000001e-07,2.713565184,1.37848738816
4.88e-07,2.311555072000001,1.37848738816
4.89e-07,2.311555072000001,1.37848738816
4.900000000000001e-07,2.311555072000001,1.37848738816
4.91e-07,2.311555072000001,1.37848738816
4.92e-07,2.311555072000001,1.37044718848
4.93e-07,2.311555072000001,1.37044718848
4.940000000000001e-07,2.311555072000001,1.37848738816
4.95e-07,2.311555072000001,1.37848738816
4.96e-07,2.311555072000001,1.37848738816
4.970000000000001e-07,2.311555072000001,1.37848738816
4.98e-07,2.311555072000001,1.37848738816
4.99e-07,2.311555072000001,1.37848738816
5.000000000000001e-07,2.311555072000001,1.3865275878399999
5.01e-07,2.311555072000001,1.3865275878399999
5.02e-07,2.311555072000001,1.3865275878399999
5.03e-07,2.311555072000001,1.39456778752
5.040000000000001e-07,2.311555072000001,1.39456778752
5.05e-07,2.311555072000001,1.39456778752
5.06e-07,2.311555072000001,1.39456778752
5.070000000000001e-07,2.311555072000001,1.39456778752
5.08e-07,2.311555072000001,1.39456778752
5.09e-07,2.311555072000001,1.39456778752
5.1e-07,2.311555072000001,1.39456778752
5.110000000000001e-07,2.311555072000001,1.39456778752
5.12e-07,2.311555072000001,1.39456778752
5.13e-07,2.311555072000001,1.3865275878399999
5.140000000000001e-07,2.311555072000001,1.3865275878399999
5.15e-07,2.311555072000001,1.3865275878399999
5.16e-07,2.311555072000001,1.3865275878399999
5.17e-07,2.311555072000001,1.3865275878399999
5.180000000000001e-07,2.311555072000001,1.3865275878399999
5.19e-07,2.311555072000001,1.3865275878399999
5.2e-07,2.311555072000001,1.3865275878399999
5.210000000000001e-07,2.311555072000001,1.3865275878399999
5.22e-07,1.9095449600000016,1.3865275878399999
5.23e-07,2.311555072000001,1.3865275878399999
5.24e-07,2.311555072000001,1.3865275878399999
5.250000000000001e-07,2.311555072000001,1.3865275878399999
5.26e-07,2.311555072000001,1.39456778752
5.27e-07,2.311555072000001,1.39456778752
5.280000000000001e-07,2.311555072000001,1.39456778752
5.29e-07,2.311555072000001,1.39456778752
5.3e-07,2.311555072000001,1.39456778752
5.310000000000001e-07,2.311555072000001,1.3865275878399999
5.32e-07,2.311555072000001,1.3865275878399999
5.33e-07,2.311555072000001,1.3865275878399999
5.34e-07,2.311555072000001,1.3865275878399999
5.350000000000001e-07,2.311555072000001,1.37848738816
5.36e-07,2.311555072000001,1.37848738816
5.37e-07,2.311555072000001,1.37848738816
5.380000000000001e-07,2.311555072000001,1.37848738816
5.39e-07,2.311555072000001,1.37848738816
5.4e-07,2.311555072000001,1.37848738816
5.41e-07,2.311555072000001,1.3865275878399999
5.420000000000001e-07,2.311555072000001,1.3865275878399999
5.43e-07,2.311555072000001,1.3865275878399999
5.44e-07,2.311555072000001,1.3865275878399999
5.450000000000001e-07,2.311555072000001,1.39456778752
5.46e-07,2.311555072000001,1.39456778752
5.47e-07,2.311555072000001,1.39456778752
5.48e-07,2.311555072000001,1.39456778752
5.490000000000001e-07,2.713565184,1.3865275878399999
5.5e-07,2.713565184,1.3865275878399999
5.51e-07,2.713565184,1.3865275878399999
5.520000000000001e-07,2.311555072000001,1.3865275878399999
5.53e-07,2.311555072000001,1.3865275878399999
5.54e-07,2.311555072000001,1.3865275878399999
