resistance_ohm,frequency_Hz,I_P_PP,I_P_AMP,I_P_AVG,I_OUT_AMP,I_OUT_AVG,I_IN_AMP,I_IN_AVG,V_SW_FREQ,V_SW_AMP,V_OUT_AVG,V_OUT_PP,V_SEC_AMP
5.0,313000.0,2.8,2.5,-0.73,0.01,0.33501,0.031,0.0911,313000.0,24.0,1.52541,0.1,5.6
5.0,314000.0,2.8,2.5,-0.78,0.01,0.33294,9.9e+37,0.0901,314000.0,24.0,1.52586,0.1,5.6
5.0,315000.0,2.8,2.5,-0.74,0.01,0.33283,0.031,0.0892,314000.0,24.0,1.51235,0.09,5.6
5.0,316000.0,2.8,2.5,-0.73,0.015,0.33093,9.9e+37,0.0897,316000.0,24.0,1.51678,0.09,5.6
5.0,317000.0,2.5,2.5,-0.75,0.01,0.32949,9.9e+37,0.0909,316000.0,24.0,1.51285,0.09,5.6
5.0,318000.0,2.5,2.5,-0.74,0.01,0.32647,0.031,0.0919,318000.0,24.0,1.50149,0.09,5.6
5.0,319000.0,2.8,2.5,-0.76,0.015,0.32615,9.9e+37,0.0897,318000.0,24.0,1.48787,0.1,5.6
5.0,320000.0,2.8,2.5,-0.76,0.01,0.32362,0.031,0.0899,321000.0,24.0,1.48322,0.1,5.6
5.0,321000.0,2.8,2.5,-0.77,0.01,0.32544,0.031,0.0892,321000.0,24.0,1.47928,0.1,5.6
5.0,322000.0,2.2,2.2,-0.75,0.01,0.32167,9.9e+37,0.0882,321000.0,24.0,1.46635,0.1,5.6
5.0,323000.0,2.5,2.5,-0.77,0.01,0.32097,9.9e+37,0.0888,325000.0,24.0,1.46992,0.09,5.6
5.0,324000.0,2.5,2.5,-0.75,0.01,0.3218,0.031,0.0896,325000.0,24.0,1.46299,0.09,5.6
5.0,325000.0,2.8,2.5,-0.76,0.01,0.319,0.031,0.0894,325000.0,24.0,1.45421,0.1,5.6
5.0,326000.0,2.5,2.5,-0.74,0.01,0.31913,0.031,0.0888,325000.0,24.0,1.44332,0.1,5.6
5.0,327000.0,2.5,2.5,-0.79,0.01,0.31584,0.031,0.0895,327000.0,24.0,1.44867,0.1,5.6
5.0,328000.0,2.5,2.5,-0.74,0.01,0.31608,9.9e+37,0.0882,329000.0,24.0,1.43433,0.1,5.6
5.0,329000.0,2.5,2.5,-0.75,0.01,0.31365,9.9e+37,0.0881,329000.0,24.0,1.43132,0.09,5.6
5.0,330000.0,2.5,2.5,-0.8,0.01,0.31408,0.031,0.0876,329000.0,24.0,1.42868,0.09,5.6
5.0,331000.0,2.5,2.5,-0.7,0.01,0.31193,0.031,0.0883,329000.0,24.0,1.42021,0.11,5.6
5.0,332000.0,2.5,2.5,-0.78,0.01,0.31146,9.9e+37,0.0871,333000.0,24.0,1.40504,0.09,5.6
5.0,333000.0,2.5,2.5,-0.78,0.01,0.30949,9.9e+37,0.0862,333000.0,24.0,1.40748,0.1,5.6
5.0,334000.0,2.5,2.5,-0.75,0.01,0.30952,0.031,0.0873,333000.0,24.0,1.40471,0.1,5.6
5.0,335000.0,2.5,2.5,-0.7,0.015,0.30812,0.031,0.0889,333000.0,24.0,1.39699,0.1,5.6
5.0,336000.0,2.5,2.5,-0.74,0.01,0.30665,0.031,0.0879,338000.0,24.0,1.38461,0.1,5.6
5.0,337000.0,2.5,2.5,-0.79,0.01,0.30697,9.9e+37,0.0871,338000.0,24.0,1.38284,0.1,5.6
5.0,338000.0,2.5,2.5,-0.8,0.01,0.30509,0.031,0.0876,338000.0,24.0,1.3774,0.11,5.6
5.0,339000.0,2.5,2.5,-0.77,0.01,0.30224,9.9e+37,0.086,338000.0,24.0,1.37539,0.1,5.6
5.0,340000.0,2.2,2.2,-0.74,0.01,0.30288,0.031,0.0875,340000.0,24.0,1.36659,0.1,5.6
5.0,341000.0,2.5,2.5,-0.76,0.01,0.30082,0.031,0.0862,342000.0,24.0,1.36479,0.11,5.6
5.0,342000.0,2.8,2.5,-0.78,0.01,0.30023,0.031,0.085,342000.0,23.0,1.35248,0.11,5.6
5.0,343000.0,2.5,2.5,-0.78,0.01,0.3001,9.9e+37,0.0848,342000.0,24.0,1.34669,0.11,5.6
5.0,344000.0,2.5,2.5,-0.77,0.01,0.29818,9.9e+37,0.0857,342000.0,24.0,1.34443,0.11,5.6
5.0,345000.0,2.5,2.5,-0.76,0.016,0.29815,0.031,0.0861,345000.0,24.0,1.33792,0.1,5.2
5.0,346000.0,2.8,2.5,-0.73,0.01,0.29357,0.031,0.0865,347000.0,24.0,1.33188,0.1,5.6
5.0,347000.0,2.5,2.5,-0.76,0.01,0.29642,0.031,0.0857,347000.0,24.0,1.33373,0.1,5.6
5.0,348000.0,2.2,2.2,-0.75,0.01,0.29372,0.031,0.0853,347000.0,24.0,1.32741,0.1,5.6
5.0,349000.0,2.5,2.5,-0.76,0.01,0.2913,9.9e+37,0.0854,347000.0,24.0,1.31895,0.09,5.6
5.0,350000.0,2.8,2.5,-0.76,0.01,0.29388,9.9e+37,0.0852,350000.0,24.0,1.31393,0.11,5.6
5.0,351000.0,2.5,2.5,-0.76,0.01,0.29057,0.031,0.0843,352000.0,24.0,1.31121,0.12,5.6
5.0,352000.0,2.5,2.5,-0.7,0.014,0.29145,9.9e+37,0.0842,352000.0,24.0,1.30395,0.11,4.8
5.0,353000.0,2.5,2.5,-0.75,0.01,0.28972,9.9e+37,0.0837,352000.0,24.0,1.29602,0.1,4.8
5.0,354000.0,2.5,2.5,-0.78,0.01,0.28712,0.031,0.0847,352000.0,24.0,1.30175,0.1,5.2
5.0,355000.0,2.5,2.5,-0.74,0.01,0.2868,9.9e+37,0.0824,357000.0,24.0,1.2935,0.12,4.8
5.0,356000.0,2.5,2.5,-0.75,0.01,0.28694,0.031,0.0844,357000.0,24.0,1.28546,0.1,5.2
5.0,357000.0,2.5,2.5,-0.74,0.01,0.28697,9.9e+37,0.0848,357000.0,24.0,1.28659,0.1,4.8
5.0,358000.0,2.5,2.5,-0.74,0.01,0.28415,0.031,0.0847,357000.0,24.0,1.27644,0.1,4.8
5.0,359000.0,2.2,2.2,-0.75,0.01,0.28447,0.031,0.0844,360000.0,24.0,1.27752,0.12,5.2
5.0,360000.0,2.2,2.2,-0.74,0.01,0.28373,0.031,0.0845,360000.0,24.0,1.26009,0.1,4.8
5.0,361000.0,2.5,2.5,-0.75,0.01,0.28016,0.031,0.0833,362000.0,24.0,1.25593,0.12,4.8
5.0,362000.0,2.5,2.5,-0.74,0.01,0.28047,9.9e+37,0.0836,362000.0,24.0,1.24959,0.1,5.6
5.0,363000.0,2.2,2.2,-0.77,0.01,0.27857,0.031,0.0848,362000.0,24.0,1.24751,0.12,4.8
5.0,364000.0,2.2,2.2,-0.79,0.01,0.27655,9.9e+37,0.0839,362000.0,24.0,1.24511,0.11,5.2
5.0,365000.0,2.2,2.2,-0.73,0.01,0.27696,0.031,0.0838,365000.0,24.0,1.25083,0.1,4.8
5.0,366000.0,2.5,2.5,-0.75,0.01,0.27765,0.031,0.0837,368000.0,24.0,1.23275,0.12,4.8
5.0,367000.0,2.5,2.5,-0.73,0.01,0.2753,0.031,0.084,368000.0,24.0,1.23453,0.13,4.8
5.0,368000.0,2.2,2.2,-0.76,0.01,0.27677,9.9e+37,0.0818,368000.0,24.0,1.22863,0.12,5.2
5.0,369000.0,2.5,2.5,-0.73,0.01,0.27437,9.9e+37,0.0833,368000.0,24.0,1.22201,0.11,4.8
5.0,370000.0,2.2,2.2,-0.77,0.01,0.27447,9.9e+37,0.0821,370000.0,24.0,1.21784,0.1,5.2
5.0,371000.0,2.5,2.5,-0.72,0.01,0.27238,9.9e+37,0.0825,373000.0,24.0,1.21693,0.11,4.8
5.0,372000.0,2.5,2.5,-0.75,0.01,0.27344,9.9e+37,0.0814,373000.0,24.0,1.20911,0.12,4.8
5.0,373000.0,2.5,2.5,-0.75,0.01,0.27133,0.031,0.0806,373000.0,24.0,1.20182,0.1,5.2
5.0,374000.0,2.2,2.2,-0.74,0.01,0.27138,0.031,0.0828,373000.0,24.0,1.20646,0.13,4.8
5.0,375000.0,2.2,2.2,-0.77,0.01,0.27156,0.031,0.0838,376000.0,24.0,1.1988,0.12,4.8
5.0,376000.0,2.2,2.2,-0.71,0.01,0.26975,0.031,0.0832,376000.0,24.0,1.19237,0.12,5.2
5.0,377000.0,2.2,2.2,-0.76,0.015,0.26906,9.9e+37,0.0828,376000.0,24.0,1.19356,0.1,4.8
5.0,378000.0,2.5,2.5,-0.74,0.01,0.26767,9.9e+37,0.0827,379000.0,24.0,1.18929,0.12,4.8
5.0,379000.0,2.2,2.2,-0.76,0.01,0.26635,0.031,0.0835,379000.0,24.0,1.17891,0.12,4.8
5.0,380000.0,2.2,2.2,-0.73,0.01,0.26461,9.9e+37,0.0819,379000.0,24.0,1.17736,0.1,5.2
5.0,381000.0,2.2,2.2,-0.78,0.01,0.26463,0.031,0.0822,382000.0,24.0,1.17294,0.11,4.8
5.0,382000.0,2.2,2.2,-0.72,0.01,0.26318,9.9e+37,0.0815,382000.0,24.0,1.16532,0.12,4.8
5.0,383000.0,2.2,2.2,-0.75,0.01,0.26289,9.9e+37,0.0811,382000.0,24.0,1.17136,0.11,4.8
5.0,384000.0,2.5,2.5,-0.73,0.01,0.26297,9.9e+37,0.081,385000.0,24.0,1.1625,0.12,4.8
5.0,385000.0,2.2,2.2,-0.75,0.015,0.26227,0.031,0.0816,385000.0,24.0,1.16145,0.12,4.8
5.0,386000.0,2.2,2.2,-0.74,0.01,0.26285,9.9e+37,0.0804,385000.0,24.0,1.1574,0.11,4.8
5.0,387000.0,2.2,2.2,-0.78,0.01,0.26086,9.9e+37,0.0799,388000.0,24.0,1.14908,0.11,4.8
5.0,388000.0,2.2,2.2,-0.74,0.01,0.26067,9.9e+37,0.0809,388000.0,24.0,1.15075,0.12,4.8
5.0,389000.0,2.2,2.2,-0.76,0.01,0.2602,9.9e+37,0.0809,391000.0,24.0,1.14838,0.12,4.8
5.0,390000.0,2.2,2.2,-0.77,0.01,0.25759,9.9e+37,0.0802,391000.0,24.0,1.13115,0.12,4.8
5.0,391000.0,2.2,2.2,-0.75,0.01,0.25596,9.9e+37,0.0802,391000.0,24.0,1.13952,0.11,4.8
5.0,392000.0,2.2,2.2,-0.71,0.01,0.25588,9.9e+37,0.0802,391000.0,24.0,1.13531,0.12,4.8
5.0,393000.0,2.2,2.2,-0.74,0.01,0.25622,0.031,0.0816,394000.0,24.0,1.1221,0.1,4.8
5.0,394000.0,2.2,2.2,-0.78,0.016,0.25346,9.9e+37,0.0808,394000.0,24.0,1.12754,0.11,4.8
5.0,395000.0,2.5,2.5,-0.75,0.01,0.25328,0.031,0.0802,394000.0,24.0,1.1242,0.11,4.8
5.0,396000.0,2.2,2.2,-0.76,0.01,0.25273,0.031,0.0805,397000.0,24.0,1.12415,0.12,4.8
5.0,397000.0,2.2,2.2,-0.74,0.01,0.25405,9.9e+37,0.0799,397000.0,24.0,1.1145,0.13,4.8
5.0,398000.0,2.2,2.2,-0.75,0.01,0.25139,0.031,0.0814,397000.0,24.0,1.11399,0.11,4.8
5.0,399000.0,2.2,2.2,-0.76,0.01,0.25043,0.031,0.08,400000.0,24.0,1.11113,0.12,4.8
5.0,400000.0,2.2,2.2,-0.71,0.01,0.25042,9.9e+37,0.0796,400000.0,24.0,1.11134,0.12,4.8
5.0,401000.0,2.5,2.5,-0.76,0.01,0.25038,9.9e+37,0.0793,400000.0,24.0,1.1004,0.12,4.8
5.0,402000.0,2.2,2.2,-0.77,0.01,0.24859,9.9e+37,0.0806,403000.0,24.0,1.10402,0.11,4.8
5.0,403000.0,2.2,2.2,-0.73,0.01,0.24801,0.031,0.081,403000.0,24.0,1.10138,0.12,4.8
5.0,404000.0,2.2,2.2,-0.75,0.01,0.24931,9.9e+37,0.0796,403000.0,24.0,1.09936,0.11,4.8
5.0,405000.0,2.2,2.2,-0.76,0.016,0.24809,9.9e+37,0.08,407000.0,24.0,1.09102,0.12,4.8
5.0,406000.0,2.2,2.2,-0.77,0.01,0.24602,9.9e+37,0.0791,407000.0,24.0,1.08072,0.12,4.8
5.0,407000.0,2.2,2.2,-0.76,0.01,0.24726,9.9e+37,0.0795,407000.0,24.0,1.08933,0.12,4.8
5.0,408000.0,2.2,2.2,-0.74,0.01,0.246,9.9e+37,0.0788,407000.0,24.0,1.07317,0.14,4.8
5.0,409000.0,2.2,2.2,-0.77,0.01,0.24394,9.9e+37,0.0801,410000.0,24.0,1.07346,0.12,4.8
5.0,410000.0,2.2,2.2,-0.75,0.015,0.24347,0.031,0.079,410000.0,24.0,1.07399,0.12,4.8
5.0,411000.0,2.2,2.2,-0.72,0.016,0.24375,9.9e+37,0.0786,410000.0,24.0,1.08173,0.12,4.8
5.0,412000.0,2.2,2.2,-0.77,0.01,0.2409,9.9e+37,0.0785,413000.0,24.0,1.0663,0.14,4.8
5.0,413000.0,2.2,2.2,-0.78,0.01,0.24313,9.9e+37,0.0793,413000.0,24.0,1.06903,0.12,4.8
5.0,414000.0,2.2,2.2,-0.76,0.01,0.24165,9.9e+37,0.079,413000.0,24.0,1.06741,0.12,5.2
5.0,415000.0,2.2,2.2,-0.78,0.01,0.24051,0.031,0.0801,413000.0,24.0,1.05135,0.13,4.8
5.0,416000.0,2.5,2.5,-0.76,0.01,0.23948,9.9e+37,0.0798,417000.0,24.0,1.05416,0.13,4.8
5.0,417000.0,2.2,2.2,-0.75,0.01,0.23893,9.9e+37,0.0785,417000.0,24.0,1.044,0.11,4.8
5.0,418000.0,2.2,2.2,-0.77,0.01,0.23764,9.9e+37,0.0788,417000.0,24.0,1.0414,0.13,4.8
5.0,419000.0,2.2,2.2,-0.75,0.01,0.23978,9.9e+37,0.0783,420000.0,24.0,1.04347,0.13,4.8
5.0,420000.0,2.2,2.2,-0.72,0.01,0.23735,0.031,0.0787,420000.0,24.0,1.04069,0.12,4.8
5.0,421000.0,2.2,2.2,-0.74,0.01,0.23773,9.9e+37,0.08,420000.0,24.0,1.03252,0.13,4.8
5.0,422000.0,2.2,2.2,-0.72,0.01,0.23685,9.9e+37,0.0801,420000.0,24.0,1.03105,0.14,4.8
5.0,423000.0,2.2,2.2,-0.76,0.01,0.23568,0.031,0.0784,424000.0,24.0,1.0288,0.13,4.8
5.0,424000.0,2.2,2.2,-0.73,0.01,0.235,9.9e+37,0.0795,424000.0,24.0,1.02964,0.12,4.8
5.0,425000.0,2.2,2.2,-0.76,0.01,0.23475,0.031,0.0794,427000.0,24.0,1.02167,0.12,4.8
5.0,426000.0,2.2,2.2,-0.76,0.01,0.23334,0.031,0.0783,427000.0,24.0,1.01409,0.13,4.8
5.0,427000.0,2.2,2.2,-0.77,0.01,0.23261,0.031,0.0785,427000.0,24.0,1.01571,0.13,4.8
5.0,428000.0,2.2,2.2,-0.78,0.015,0.23554,0.031,0.0788,427000.0,24.0,1.01979,0.12,4.8
5.0,429000.0,2.2,2.2,-0.79,0.01,0.23249,9.9e+37,0.0791,427000.0,24.0,1.00532,0.13,4.8
5.0,430000.0,2.2,2.2,-0.75,0.01,0.23269,0.031,0.0785,427000.0,24.0,1.0071,0.14,4.8
5.0,431000.0,2.2,2.2,-0.73,0.01,0.23037,0.031,0.0781,431000.0,24.0,1.00935,0.14,4.8
5.0,432000.0,2.2,2.2,-0.76,0.01,0.23264,0.031,0.0777,435000.0,24.0,1.00755,0.12,4.8
5.0,433000.0,2.2,2.2,-0.74,0.01,0.23022,0.031,0.0799,435000.0,24.0,0.99317,0.14,4.8
5.0,434000.0,2.2,2.2,-0.77,0.01,0.23084,9.9e+37,0.0784,435000.0,24.0,0.99624,0.14,4.8
5.0,435000.0,2.2,2.2,-0.76,0.01,0.22955,9.9e+37,0.0773,435000.0,24.0,0.99392,0.11,4.8
5.0,436000.0,2.2,2.2,-0.73,0.01,0.22859,0.031,0.0786,435000.0,24.0,0.99421,0.14,4.8
5.0,437000.0,2.2,2.2,-0.73,0.01,0.22825,9.9e+37,0.0774,435000.0,24.0,0.99384,0.13,4.8
5.0,438000.0,2.5,2.5,-0.78,0.01,0.22591,9.9e+37,0.0781,439000.0,24.0,0.99772,0.14,4.8
5.0,439000.0,2.2,2.2,-0.71,0.01,0.22626,9.9e+37,0.0778,439000.0,24.0,0.99589,0.13,4.8
5.0,440000.0,2.2,2.2,-0.76,0.015,0.2273,9.9e+37,0.0781,442000.0,24.0,0.98694,0.13,4.8
5.0,441000.0,2.2,2.2,-0.76,0.01,0.22534,9.9e+37,0.0784,442000.0,24.0,0.98629,0.14,4.4
5.0,442000.0,2.2,2.2,-0.76,0.01,0.2258,0.031,0.0776,442000.0,24.0,0.98145,0.12,4.8
5.0,443000.0,2.5,2.5,-0.74,0.01,0.22439,0.031,0.078,442000.0,24.0,0.96789,0.13,4.8
5.0,444000.0,2.2,2.2,-0.75,0.01,0.22503,9.9e+37,0.0777,442000.0,24.0,0.96561,0.13,4.8
5.0,445000.0,2.2,2.2,-0.74,0.01,0.22347,9.9e+37,0.0771,442000.0,24.0,0.97224,0.13,4.8
5.0,446000.0,2.2,2.2,-0.76,0.01,0.22382,9.9e+37,0.0768,446000.0,24.0,0.9567,0.13,4.4
5.0,447000.0,2.2,2.2,-0.73,0.01,0.22345,9.9e+37,0.0764,446000.0,24.0,0.95862,0.14,4.4
5.0,448000.0,2.2,2.2,-0.77,0.015,0.22092,9.9e+37,0.0757,450000.0,24.0,0.96334,0.14,4.8
5.0,449000.0,2.2,2.2,-0.74,0.015,0.22133,9.9e+37,0.076,450000.0,24.0,0.95494,0.14,4.4
5.0,450000.0,2.2,2.2,-0.76,0.01,0.22102,9.9e+37,0.0763,450000.0,24.0,0.95716,0.13,4.8
5.0,451000.0,2.2,2.2,-0.73,0.01,0.22193,0.031,0.078,450000.0,24.0,0.95963,0.13,4.8
5.0,452000.0,2.2,2.2,-0.73,0.01,0.21982,9.9e+37,0.0765,450000.0,24.0,0.96162,0.13,3.8
5.0,453000.0,2.2,2.2,-0.73,0.01,0.22052,9.9e+37,0.0768,450000.0,24.0,0.9467,0.13,4.8
5.0,454000.0,2.2,2.2,-0.75,0.01,0.22026,9.9e+37,0.0768,455000.0,24.0,0.9441,0.13,4.4
5.0,455000.0,2.2,2.2,-0.74,0.01,0.21812,0.031,0.0764,455000.0,24.0,0.9426,0.13,4.8
5.0,456000.0,2.2,2.2,-0.78,0.01,0.21984,0.031,0.0769,459000.0,24.0,0.94358,0.13,4.8
5.0,457000.0,2.2,2.2,-0.76,0.01,0.21807,9.9e+37,0.0774,459000.0,24.0,0.94182,0.14,4.8
5.0,458000.0,2.2,2.2,-0.77,0.01,0.21643,9.9e+37,0.0763,459000.0,24.0,0.93724,0.13,4.8
5.0,459000.0,2.2,2.2,-0.77,0.014,0.21584,9.9e+37,0.0777,459000.0,24.0,0.93973,0.14,3.8
5.0,460000.0,2.2,2.2,-0.76,0.01,0.21514,0.031,0.0766,459000.0,24.0,0.93552,0.13,4.4
5.0,461000.0,2.2,2.2,-0.76,0.01,0.21712,0.031,0.0763,459000.0,24.0,0.92608,0.14,3.8
5.0,462000.0,2.2,2.2,-0.77,0.01,0.21523,9.9e+37,0.0769,459000.0,24.0,0.92909,0.14,4.4
5.0,463000.0,2.2,2.2,-0.75,0.01,0.21471,0.031,0.0773,463000.0,24.0,0.92886,0.13,4.8
5.0,464000.0,2.2,2.2,-0.76,0.01,0.21478,0.031,0.0775,467000.0,24.0,0.91747,0.13,4.0
5.0,465000.0,1.9,1.9,-0.77,0.01,0.21279,9.9e+37,0.0764,467000.0,24.0,0.91263,0.13,4.4
5.0,466000.0,2.2,2.2,-0.75,0.01,0.21471,9.9e+37,0.0771,467000.0,24.0,0.91916,0.14,3.8
5.0,467000.0,2.5,2.5,-0.75,0.01,0.21238,0.031,0.0783,467000.0,24.0,0.91842,0.13,4.0
5.0,468000.0,2.2,2.2,-0.76,0.016,0.21026,0.031,0.0772,467000.0,24.0,0.91015,0.14,4.4
5.0,469000.0,1.9,1.9,-0.78,0.016,0.21206,0.031,0.0795,467000.0,24.0,0.91052,0.14,4.4
5.0,470000.0,2.5,2.5,-0.75,0.01,0.21279,9.9e+37,0.078,467000.0,24.0,0.90373,0.14,3.8
5.0,471000.0,2.2,2.2,-0.76,0.01,0.21173,0.031,0.0785,472000.0,24.0,0.90168,0.13,4.8
5.0,472000.0,2.2,2.2,-0.75,0.01,0.21223,9.9e+37,0.0774,472000.0,24.0,0.9025,0.14,4.4
5.0,473000.0,2.2,2.2,-0.75,0.01,0.21152,0.031,0.0781,476000.0,24.0,0.90595,0.13,3.8
5.0,474000.0,2.2,2.2,-0.75,0.01,0.20951,9.9e+37,0.0775,476000.0,24.0,0.90539,0.12,4.0
5.0,475000.0,1.9,1.9,-0.74,0.01,0.20944,9.9e+37,0.0773,476000.0,24.0,0.89512,0.14,4.0
5.0,476000.0,2.2,2.2,-0.77,0.01,0.20983,0.031,0.0777,476000.0,24.0,0.89578,0.13,4.0
5.0,477000.0,2.2,2.2,-0.77,0.01,0.20931,0.031,0.0784,476000.0,24.0,0.88951,0.13,4.4
5.0,478000.0,1.9,1.9,-0.76,0.01,0.20873,9.9e+37,0.0773,476000.0,24.0,0.88763,0.13,4.4
5.0,479000.0,2.2,2.2,-0.76,0.01,0.20775,0.031,0.0781,476000.0,24.0,0.88488,0.14,4.0
5.0,480000.0,1.9,1.9,-0.76,0.01,0.20784,0.031,0.0777,481000.0,24.0,0.87712,0.14,4.4
5.0,481000.0,1.9,1.9,-0.74,0.01,0.20613,9.9e+37,0.0763,481000.0,24.0,0.87619,0.13,3.8
5.0,482000.0,2.2,2.2,-0.72,0.01,0.20583,9.9e+37,0.0777,485000.0,24.0,0.87615,0.12,4.0
5.0,483000.0,1.9,1.9,-0.73,0.01,0.20449,9.9e+37,0.077,485000.0,24.0,0.8814,0.14,4.0
5.0,484000.0,2.2,2.2,-0.74,0.01,0.20592,0.031,0.0789,485000.0,24.0,0.87593,0.14,4.4
5.0,485000.0,2.2,2.2,-0.76,0.01,0.20708,9.9e+37,0.0766,485000.0,24.0,0.8721,0.13,4.0
5.0,486000.0,1.9,1.9,-0.79,0.016,0.20628,0.031,0.0775,485000.0,24.0,0.86716,0.14,4.0
5.0,487000.0,2.2,2.2,-0.74,0.01,0.2033,9.9e+37,0.0771,485000.0,24.0,0.87091,0.14,4.0
5.0,488000.0,2.2,2.2,-0.77,0.01,0.20345,9.9e+37,0.0768,485000.0,24.0,0.86677,0.14,3.8
5.0,489000.0,2.2,2.2,-0.75,0.01,0.20264,9.9e+37,0.0774,485000.0,24.0,0.87076,0.13,4.0
5.0,490000.0,2.2,2.2,-0.75,0.01,0.20298,0.031,0.0769,490000.0,24.0,0.86654,0.14,4.4
5.0,491000.0,1.9,1.9,-0.76,0.016,0.20175,0.031,0.0785,495000.0,24.0,0.86086,0.14,4.0
5.0,492000.0,1.9,1.9,-0.76,0.01,0.20176,0.031,0.0796,495000.0,24.0,0.86412,0.14,4.4
5.0,493000.0,2.2,2.2,-0.73,0.01,0.20256,0.031,0.0783,495000.0,24.0,0.85547,0.13,4.4
5.0,494000.0,1.9,1.9,-0.78,0.01,0.20243,0.031,0.0784,495000.0,24.0,0.85763,0.14,3.8
5.0,495000.0,2.2,2.2,-0.78,0.01,0.20033,0.031,0.078,495000.0,24.0,0.84866,0.14,4.0
5.0,496000.0,2.2,2.2,-0.75,0.01,0.20015,0.031,0.0776,495000.0,24.0,0.85021,0.14,4.4
5.0,497000.0,2.2,2.2,-0.8,0.01,0.2002,0.031,0.0772,495000.0,24.0,0.84431,0.14,4.0
5.0,498000.0,2.2,2.2,-0.77,0.01,0.20132,0.038,0.0771,495000.0,24.0,0.84947,0.14,4.0
5.0,499000.0,1.9,1.9,-0.76,0.01,0.19932,0.031,0.0777,500000.0,24.0,0.84249,0.14,4.4
5.0,500000.0,1.9,1.9,-0.74,0.01,0.19944,0.031,0.0775,500000.0,24.0,0.84358,0.13,4.4
2.5,139700.0,14.4,14.4,-0.71,0.045,3.39752,0.194,1.7052,139700.0,23.0,8.81605,0.23,20.1
10.0,139700.0,6.3,6.3,-0.73,0.029,1.26559,0.088,0.7796,139700.0,24.0,12.56078,0.13,26.9
20.0,139700.0,4.4,4.4,-0.73,0.019,0.68162,0.05,0.4456,139700.0,24.0,13.24316,0.1,27.7
30.0,139700.0,3.4,3.1,-0.74,0.024,0.47241,0.05,0.3229,139700.0,24.0,13.45901,0.09,28.5
40.0,139700.0,3.4,3.1,-0.76,0.017,0.36522,0.05,0.2614,139700.0,24.0,13.5701,0.1,28.5
50.0,139700.0,3.1,2.8,-0.72,0.016,0.29864,0.05,0.221,139700.0,23.0,13.63373,0.09,28.5
100.0,139700.0,2.8,2.8,-0.73,0.01,0.16396,0.044,0.1426,139700.0,24.0,13.71208,0.08,28.5
200.0,139700.0,2.8,2.8,-0.71,0.01,0.09561,0.05,0.1031,139700.0,24.0,13.90863,0.09,28.9
500.0,139700.0,2.8,2.5,-0.76,0.01,0.05498,0.044,0.0788,139700.0,24.0,14.28107,0.08,29.3
